,index,tag,subject,action,name,class,id,text,location,size,region,close_reference,human_readable_position,url,description,model_input
0,0,form,deals,search,,_1ugesNSGtWAUEmFe-hdnyI,,"Search within r/learnprogramming
r/learnprogramming","{'x': 434.5, 'y': 18.0}","{'height': 26, 'width': 654}","{'left': True, 'right': False, 'top': True, 'bottom': False}","{'closer_to_center_x': True, 'closer_to_center_y': False, 'closer_to_right_end': False, 'closer_to_left_end': False, 'closer_to_top': True, 'closer_to_bottom': False}",top,https://www.flipkart.com/mobile-accessories/mobile-phone-lens/pr?sid=tyy%2C4mr%2Ckx1&marketplace=FLIPKART&sort=popularity&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InZhbHVlQ2FsbG91dCI6eyJtdWx0aVZhbHVlZEF0dHJpYnV0ZSI6eyJrZXkiOiJ2YWx1ZUNhbGxvdXQiLCJpbmZlcmVuY2VUeXBlIjoiVkFMVUVfQ0FMTE9VVCIsInZhbHVlcyI6WyJHcmFiIGl0ISJdLCJ2YWx1ZVR5cGUiOiJNVUxUSV9WQUxVRUQifX0sInRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIk1vYmlsZSBwaG9uZSBMZW5zIl0sInZhbHVlVHlwZSI6Ik1VTFRJX1ZBTFVFRCJ9fSwiaGVyb1BpZCI6eyJzaW5nbGVWYWx1ZUF0dHJpYnV0ZSI6eyJrZXkiOiJoZXJvUGlkIiwiaW5mZXJlbmNlVHlwZSI6IlBJRCIsInZhbHVlIjoiTVBMR1lLNDNSWjM4SDc2RyIsInZhbHVlVHlwZSI6IlNJTkdMRV9WQUxVRUQifX19fX0%3D&fm=neo%2Fmerchandising&iid=M_8c187899-7d69-43d5-8a18-5f7ffc075f90_12.ULGYM93X91QA&ppt=hp&ppn=homepage&ssid=cr94cgrkuo0000001670964467434&otracker=clp_omu_infinite_Mobile%2BAccessories_2_12.dealCard.OMU_INFINITE_elec-b2b-store_elec-b2b-store_ULGYM93X91QA&cid=ULGYM93X91QA,search deals in the top region of the window.,deals | action | search &&deals | human_readable_position | top
351,0,section,jobs,sort,,cQtCs,:lithium-R46cniqH1:,"Discover your dream destination with Jetsetter
Book the best restaurants with TheFork
Book tours and attraction tickets on Viator
Read cruise reviews on Cruise Critic
Get airline seating charts on Seat Guru
Find vacation rentals on FlipKey
Search for holiday rentals on Holiday Lettings
Plan and book your next trip with Reco Trip Designers","{'x': 936.0, 'y': 3077.5}","{'height': 185, 'width': 368}","{'left': False, 'right': True, 'top': False, 'bottom': True}","{'closer_to_center_x': True, 'closer_to_center_y': False, 'closer_to_right_end': False, 'closer_to_left_end': False, 'closer_to_top': False, 'closer_to_bottom': True}",bottom,https://www.flipkart.com/mobile-accessories/mobile-phone-lens/pr?sid=tyy%2C4mr%2Ckx1&marketplace=FLIPKART&sort=popularity&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InZhbHVlQ2FsbG91dCI6eyJtdWx0aVZhbHVlZEF0dHJpYnV0ZSI6eyJrZXkiOiJ2YWx1ZUNhbGxvdXQiLCJpbmZlcmVuY2VUeXBlIjoiVkFMVUVfQ0FMTE9VVCIsInZhbHVlcyI6WyJHcmFiIGl0ISJdLCJ2YWx1ZVR5cGUiOiJNVUxUSV9WQUxVRUQifX0sInRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIk1vYmlsZSBwaG9uZSBMZW5zIl0sInZhbHVlVHlwZSI6Ik1VTFRJX1ZBTFVFRCJ9fSwiaGVyb1BpZCI6eyJzaW5nbGVWYWx1ZUF0dHJpYnV0ZSI6eyJrZXkiOiJoZXJvUGlkIiwiaW5mZXJlbmNlVHlwZSI6IlBJRCIsInZhbHVlIjoiTVBMR1lLNDNSWjM4SDc2RyIsInZhbHVlVHlwZSI6IlNJTkdMRV9WQUxVRUQifX19fX0%3D&fm=neo%2Fmerchandising&iid=M_8c187899-7d69-43d5-8a18-5f7ffc075f90_12.ULGYM93X91QA&ppt=hp&ppn=homepage&ssid=cr94cgrkuo0000001670964467434&otracker=clp_omu_infinite_Mobile%2BAccessories_2_12.dealCard.OMU_INFINITE_elec-b2b-store_elec-b2b-store_ULGYM93X91QA&cid=ULGYM93X91QA,sort jobs in the bottom region of the window.,jobs | action | sort &&jobs | human_readable_position | bottom
352,1,section,jobs,sort,,cQtCs,:lithium-R46cniqH1:,"Discover your dream destination with Jetsetter
Book the best restaurants with TheFork
Book tours and attraction tickets on Viator
Read cruise reviews on Cruise Critic
Get airline seating charts on Seat Guru
Find vacation rentals on FlipKey
Search for holiday rentals on Holiday Lettings
Plan and book your next trip with Reco Trip Designers","{'x': 936.0, 'y': 3077.5}","{'height': 185, 'width': 368}","{'left': False, 'right': True, 'top': False, 'bottom': True}","{'closer_to_center_x': True, 'closer_to_center_y': False, 'closer_to_right_end': False, 'closer_to_left_end': False, 'closer_to_top': False, 'closer_to_bottom': True}",bottom,https://www.flipkart.com/mobile-accessories/mobile-phone-lens/pr?sid=tyy%2C4mr%2Ckx1&marketplace=FLIPKART&sort=popularity&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InZhbHVlQ2FsbG91dCI6eyJtdWx0aVZhbHVlZEF0dHJpYnV0ZSI6eyJrZXkiOiJ2YWx1ZUNhbGxvdXQiLCJpbmZlcmVuY2VUeXBlIjoiVkFMVUVfQ0FMTE9VVCIsInZhbHVlcyI6WyJHcmFiIGl0ISJdLCJ2YWx1ZVR5cGUiOiJNVUxUSV9WQUxVRUQifX0sInRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIk1vYmlsZSBwaG9uZSBMZW5zIl0sInZhbHVlVHlwZSI6Ik1VTFRJX1ZBTFVFRCJ9fSwiaGVyb1BpZCI6eyJzaW5nbGVWYWx1ZUF0dHJpYnV0ZSI6eyJrZXkiOiJoZXJvUGlkIiwiaW5mZXJlbmNlVHlwZSI6IlBJRCIsInZhbHVlIjoiTVBMR1lLNDNSWjM4SDc2RyIsInZhbHVlVHlwZSI6IlNJTkdMRV9WQUxVRUQifX19fX0%3D&fm=neo%2Fmerchandising&iid=M_8c187899-7d69-43d5-8a18-5f7ffc075f90_12.ULGYM93X91QA&ppt=hp&ppn=homepage&ssid=cr94cgrkuo0000001670964467434&otracker=clp_omu_infinite_Mobile%2BAccessories_2_12.dealCard.OMU_INFINITE_elec-b2b-store_elec-b2b-store_ULGYM93X91QA&cid=ULGYM93X91QA,sort jobs in the bottom region of the window.,jobs | action | sort &&jobs | human_readable_position | bottom
353,2,section,jobs,sort,,cQtCs,:lithium-R46cniqH1:,"Discover your dream destination with Jetsetter
Book the best restaurants with TheFork
Book tours and attraction tickets on Viator
Read cruise reviews on Cruise Critic
Get airline seating charts on Seat Guru
Find vacation rentals on FlipKey
Search for holiday rentals on Holiday Lettings
Plan and book your next trip with Reco Trip Designers","{'x': 936.0, 'y': 3077.5}","{'height': 185, 'width': 368}","{'left': False, 'right': True, 'top': False, 'bottom': True}","{'closer_to_center_x': True, 'closer_to_center_y': False, 'closer_to_right_end': False, 'closer_to_left_end': False, 'closer_to_top': False, 'closer_to_bottom': True}",bottom,https://www.flipkart.com/mobile-accessories/mobile-phone-lens/pr?sid=tyy%2C4mr%2Ckx1&marketplace=FLIPKART&sort=popularity&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InZhbHVlQ2FsbG91dCI6eyJtdWx0aVZhbHVlZEF0dHJpYnV0ZSI6eyJrZXkiOiJ2YWx1ZUNhbGxvdXQiLCJpbmZlcmVuY2VUeXBlIjoiVkFMVUVfQ0FMTE9VVCIsInZhbHVlcyI6WyJHcmFiIGl0ISJdLCJ2YWx1ZVR5cGUiOiJNVUxUSV9WQUxVRUQifX0sInRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIk1vYmlsZSBwaG9uZSBMZW5zIl0sInZhbHVlVHlwZSI6Ik1VTFRJX1ZBTFVFRCJ9fSwiaGVyb1BpZCI6eyJzaW5nbGVWYWx1ZUF0dHJpYnV0ZSI6eyJrZXkiOiJoZXJvUGlkIiwiaW5mZXJlbmNlVHlwZSI6IlBJRCIsInZhbHVlIjoiTVBMR1lLNDNSWjM4SDc2RyIsInZhbHVlVHlwZSI6IlNJTkdMRV9WQUxVRUQifX19fX0%3D&fm=neo%2Fmerchandising&iid=M_8c187899-7d69-43d5-8a18-5f7ffc075f90_12.ULGYM93X91QA&ppt=hp&ppn=homepage&ssid=cr94cgrkuo0000001670964467434&otracker=clp_omu_infinite_Mobile%2BAccessories_2_12.dealCard.OMU_INFINITE_elec-b2b-store_elec-b2b-store_ULGYM93X91QA&cid=ULGYM93X91QA,sort jobs in the bottom region of the window.,jobs | action | sort &&jobs | human_readable_position | bottom
354,3,section,jobs,sort,,cQtCs,:lithium-R46cniqH1:,"Discover your dream destination with Jetsetter
Book the best restaurants with TheFork
Book tours and attraction tickets on Viator
Read cruise reviews on Cruise Critic
Get airline seating charts on Seat Guru
Find vacation rentals on FlipKey
Search for holiday rentals on Holiday Lettings
Plan and book your next trip with Reco Trip Designers","{'x': 936.0, 'y': 3077.5}","{'height': 185, 'width': 368}","{'left': False, 'right': True, 'top': False, 'bottom': True}","{'closer_to_center_x': True, 'closer_to_center_y': False, 'closer_to_right_end': False, 'closer_to_left_end': False, 'closer_to_top': False, 'closer_to_bottom': True}",bottom,https://www.flipkart.com/mobile-accessories/mobile-phone-lens/pr?sid=tyy%2C4mr%2Ckx1&marketplace=FLIPKART&sort=popularity&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InZhbHVlQ2FsbG91dCI6eyJtdWx0aVZhbHVlZEF0dHJpYnV0ZSI6eyJrZXkiOiJ2YWx1ZUNhbGxvdXQiLCJpbmZlcmVuY2VUeXBlIjoiVkFMVUVfQ0FMTE9VVCIsInZhbHVlcyI6WyJHcmFiIGl0ISJdLCJ2YWx1ZVR5cGUiOiJNVUxUSV9WQUxVRUQifX0sInRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIk1vYmlsZSBwaG9uZSBMZW5zIl0sInZhbHVlVHlwZSI6Ik1VTFRJX1ZBTFVFRCJ9fSwiaGVyb1BpZCI6eyJzaW5nbGVWYWx1ZUF0dHJpYnV0ZSI6eyJrZXkiOiJoZXJvUGlkIiwiaW5mZXJlbmNlVHlwZSI6IlBJRCIsInZhbHVlIjoiTVBMR1lLNDNSWjM4SDc2RyIsInZhbHVlVHlwZSI6IlNJTkdMRV9WQUxVRUQifX19fX0%3D&fm=neo%2Fmerchandising&iid=M_8c187899-7d69-43d5-8a18-5f7ffc075f90_12.ULGYM93X91QA&ppt=hp&ppn=homepage&ssid=cr94cgrkuo0000001670964467434&otracker=clp_omu_infinite_Mobile%2BAccessories_2_12.dealCard.OMU_INFINITE_elec-b2b-store_elec-b2b-store_ULGYM93X91QA&cid=ULGYM93X91QA,sort jobs in the bottom region of the window.,jobs | action | sort &&jobs | human_readable_position | bottom
355,4,section,jobs,sort,,cQtCs,:lithium-R46cniqH1:,"Discover your dream destination with Jetsetter
Book the best restaurants with TheFork
Book tours and attraction tickets on Viator
Read cruise reviews on Cruise Critic
Get airline seating charts on Seat Guru
Find vacation rentals on FlipKey
Search for holiday rentals on Holiday Lettings
Plan and book your next trip with Reco Trip Designers","{'x': 936.0, 'y': 3077.5}","{'height': 185, 'width': 368}","{'left': False, 'right': True, 'top': False, 'bottom': True}","{'closer_to_center_x': True, 'closer_to_center_y': False, 'closer_to_right_end': False, 'closer_to_left_end': False, 'closer_to_top': False, 'closer_to_bottom': True}",bottom,https://www.flipkart.com/mobile-accessories/mobile-phone-lens/pr?sid=tyy%2C4mr%2Ckx1&marketplace=FLIPKART&sort=popularity&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InZhbHVlQ2FsbG91dCI6eyJtdWx0aVZhbHVlZEF0dHJpYnV0ZSI6eyJrZXkiOiJ2YWx1ZUNhbGxvdXQiLCJpbmZlcmVuY2VUeXBlIjoiVkFMVUVfQ0FMTE9VVCIsInZhbHVlcyI6WyJHcmFiIGl0ISJdLCJ2YWx1ZVR5cGUiOiJNVUxUSV9WQUxVRUQifX0sInRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIk1vYmlsZSBwaG9uZSBMZW5zIl0sInZhbHVlVHlwZSI6Ik1VTFRJX1ZBTFVFRCJ9fSwiaGVyb1BpZCI6eyJzaW5nbGVWYWx1ZUF0dHJpYnV0ZSI6eyJrZXkiOiJoZXJvUGlkIiwiaW5mZXJlbmNlVHlwZSI6IlBJRCIsInZhbHVlIjoiTVBMR1lLNDNSWjM4SDc2RyIsInZhbHVlVHlwZSI6IlNJTkdMRV9WQUxVRUQifX19fX0%3D&fm=neo%2Fmerchandising&iid=M_8c187899-7d69-43d5-8a18-5f7ffc075f90_12.ULGYM93X91QA&ppt=hp&ppn=homepage&ssid=cr94cgrkuo0000001670964467434&otracker=clp_omu_infinite_Mobile%2BAccessories_2_12.dealCard.OMU_INFINITE_elec-b2b-store_elec-b2b-store_ULGYM93X91QA&cid=ULGYM93X91QA,sort jobs in the bottom region of the window.,jobs | action | sort &&jobs | human_readable_position | bottom
356,5,section,jobs,sort,,cQtCs,:lithium-R46cniqH1:,"Discover your dream destination with Jetsetter
Book the best restaurants with TheFork
Book tours and attraction tickets on Viator
Read cruise reviews on Cruise Critic
Get airline seating charts on Seat Guru
Find vacation rentals on FlipKey
Search for holiday rentals on Holiday Lettings
Plan and book your next trip with Reco Trip Designers","{'x': 936.0, 'y': 3077.5}","{'height': 185, 'width': 368}","{'left': False, 'right': True, 'top': False, 'bottom': True}","{'closer_to_center_x': True, 'closer_to_center_y': False, 'closer_to_right_end': False, 'closer_to_left_end': False, 'closer_to_top': False, 'closer_to_bottom': True}",bottom,https://www.flipkart.com/mobile-accessories/mobile-phone-lens/pr?sid=tyy%2C4mr%2Ckx1&marketplace=FLIPKART&sort=popularity&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InZhbHVlQ2FsbG91dCI6eyJtdWx0aVZhbHVlZEF0dHJpYnV0ZSI6eyJrZXkiOiJ2YWx1ZUNhbGxvdXQiLCJpbmZlcmVuY2VUeXBlIjoiVkFMVUVfQ0FMTE9VVCIsInZhbHVlcyI6WyJHcmFiIGl0ISJdLCJ2YWx1ZVR5cGUiOiJNVUxUSV9WQUxVRUQifX0sInRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIk1vYmlsZSBwaG9uZSBMZW5zIl0sInZhbHVlVHlwZSI6Ik1VTFRJX1ZBTFVFRCJ9fSwiaGVyb1BpZCI6eyJzaW5nbGVWYWx1ZUF0dHJpYnV0ZSI6eyJrZXkiOiJoZXJvUGlkIiwiaW5mZXJlbmNlVHlwZSI6IlBJRCIsInZhbHVlIjoiTVBMR1lLNDNSWjM4SDc2RyIsInZhbHVlVHlwZSI6IlNJTkdMRV9WQUxVRUQifX19fX0%3D&fm=neo%2Fmerchandising&iid=M_8c187899-7d69-43d5-8a18-5f7ffc075f90_12.ULGYM93X91QA&ppt=hp&ppn=homepage&ssid=cr94cgrkuo0000001670964467434&otracker=clp_omu_infinite_Mobile%2BAccessories_2_12.dealCard.OMU_INFINITE_elec-b2b-store_elec-b2b-store_ULGYM93X91QA&cid=ULGYM93X91QA,sort jobs in the bottom region of the window.,jobs | action | sort &&jobs | human_readable_position | bottom
357,6,section,jobs,sort,,cQtCs,:lithium-R46cniqH1:,"Discover your dream destination with Jetsetter
Book the best restaurants with TheFork
Book tours and attraction tickets on Viator
Read cruise reviews on Cruise Critic
Get airline seating charts on Seat Guru
Find vacation rentals on FlipKey
Search for holiday rentals on Holiday Lettings
Plan and book your next trip with Reco Trip Designers","{'x': 936.0, 'y': 3077.5}","{'height': 185, 'width': 368}","{'left': False, 'right': True, 'top': False, 'bottom': True}","{'closer_to_center_x': True, 'closer_to_center_y': False, 'closer_to_right_end': False, 'closer_to_left_end': False, 'closer_to_top': False, 'closer_to_bottom': True}",bottom,https://www.flipkart.com/mobile-accessories/mobile-phone-lens/pr?sid=tyy%2C4mr%2Ckx1&marketplace=FLIPKART&sort=popularity&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InZhbHVlQ2FsbG91dCI6eyJtdWx0aVZhbHVlZEF0dHJpYnV0ZSI6eyJrZXkiOiJ2YWx1ZUNhbGxvdXQiLCJpbmZlcmVuY2VUeXBlIjoiVkFMVUVfQ0FMTE9VVCIsInZhbHVlcyI6WyJHcmFiIGl0ISJdLCJ2YWx1ZVR5cGUiOiJNVUxUSV9WQUxVRUQifX0sInRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIk1vYmlsZSBwaG9uZSBMZW5zIl0sInZhbHVlVHlwZSI6Ik1VTFRJX1ZBTFVFRCJ9fSwiaGVyb1BpZCI6eyJzaW5nbGVWYWx1ZUF0dHJpYnV0ZSI6eyJrZXkiOiJoZXJvUGlkIiwiaW5mZXJlbmNlVHlwZSI6IlBJRCIsInZhbHVlIjoiTVBMR1lLNDNSWjM4SDc2RyIsInZhbHVlVHlwZSI6IlNJTkdMRV9WQUxVRUQifX19fX0%3D&fm=neo%2Fmerchandising&iid=M_8c187899-7d69-43d5-8a18-5f7ffc075f90_12.ULGYM93X91QA&ppt=hp&ppn=homepage&ssid=cr94cgrkuo0000001670964467434&otracker=clp_omu_infinite_Mobile%2BAccessories_2_12.dealCard.OMU_INFINITE_elec-b2b-store_elec-b2b-store_ULGYM93X91QA&cid=ULGYM93X91QA,sort jobs in the bottom region of the window.,jobs | action | sort &&jobs | human_readable_position | bottom
358,7,section,jobs,sort,,cQtCs,:lithium-R46cniqH1:,"Discover your dream destination with Jetsetter
Book the best restaurants with TheFork
Book tours and attraction tickets on Viator
Read cruise reviews on Cruise Critic
Get airline seating charts on Seat Guru
Find vacation rentals on FlipKey
Search for holiday rentals on Holiday Lettings
Plan and book your next trip with Reco Trip Designers","{'x': 936.0, 'y': 3077.5}","{'height': 185, 'width': 368}","{'left': False, 'right': True, 'top': False, 'bottom': True}","{'closer_to_center_x': True, 'closer_to_center_y': False, 'closer_to_right_end': False, 'closer_to_left_end': False, 'closer_to_top': False, 'closer_to_bottom': True}",bottom,https://www.flipkart.com/mobile-accessories/mobile-phone-lens/pr?sid=tyy%2C4mr%2Ckx1&marketplace=FLIPKART&sort=popularity&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InZhbHVlQ2FsbG91dCI6eyJtdWx0aVZhbHVlZEF0dHJpYnV0ZSI6eyJrZXkiOiJ2YWx1ZUNhbGxvdXQiLCJpbmZlcmVuY2VUeXBlIjoiVkFMVUVfQ0FMTE9VVCIsInZhbHVlcyI6WyJHcmFiIGl0ISJdLCJ2YWx1ZVR5cGUiOiJNVUxUSV9WQUxVRUQifX0sInRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIk1vYmlsZSBwaG9uZSBMZW5zIl0sInZhbHVlVHlwZSI6Ik1VTFRJX1ZBTFVFRCJ9fSwiaGVyb1BpZCI6eyJzaW5nbGVWYWx1ZUF0dHJpYnV0ZSI6eyJrZXkiOiJoZXJvUGlkIiwiaW5mZXJlbmNlVHlwZSI6IlBJRCIsInZhbHVlIjoiTVBMR1lLNDNSWjM4SDc2RyIsInZhbHVlVHlwZSI6IlNJTkdMRV9WQUxVRUQifX19fX0%3D&fm=neo%2Fmerchandising&iid=M_8c187899-7d69-43d5-8a18-5f7ffc075f90_12.ULGYM93X91QA&ppt=hp&ppn=homepage&ssid=cr94cgrkuo0000001670964467434&otracker=clp_omu_infinite_Mobile%2BAccessories_2_12.dealCard.OMU_INFINITE_elec-b2b-store_elec-b2b-store_ULGYM93X91QA&cid=ULGYM93X91QA,sort jobs in the bottom region of the window.,jobs | action | sort &&jobs | human_readable_position | bottom
359,8,section,jobs,sort,,cQtCs,:lithium-R46cniqH1:,"Discover your dream destination with Jetsetter
Book the best restaurants with TheFork
Book tours and attraction tickets on Viator
Read cruise reviews on Cruise Critic
Get airline seating charts on Seat Guru
Find vacation rentals on FlipKey
Search for holiday rentals on Holiday Lettings
Plan and book your next trip with Reco Trip Designers","{'x': 936.0, 'y': 3077.5}","{'height': 185, 'width': 368}","{'left': False, 'right': True, 'top': False, 'bottom': True}","{'closer_to_center_x': True, 'closer_to_center_y': False, 'closer_to_right_end': False, 'closer_to_left_end': False, 'closer_to_top': False, 'closer_to_bottom': True}",bottom,https://www.flipkart.com/mobile-accessories/mobile-phone-lens/pr?sid=tyy%2C4mr%2Ckx1&marketplace=FLIPKART&sort=popularity&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InZhbHVlQ2FsbG91dCI6eyJtdWx0aVZhbHVlZEF0dHJpYnV0ZSI6eyJrZXkiOiJ2YWx1ZUNhbGxvdXQiLCJpbmZlcmVuY2VUeXBlIjoiVkFMVUVfQ0FMTE9VVCIsInZhbHVlcyI6WyJHcmFiIGl0ISJdLCJ2YWx1ZVR5cGUiOiJNVUxUSV9WQUxVRUQifX0sInRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIk1vYmlsZSBwaG9uZSBMZW5zIl0sInZhbHVlVHlwZSI6Ik1VTFRJX1ZBTFVFRCJ9fSwiaGVyb1BpZCI6eyJzaW5nbGVWYWx1ZUF0dHJpYnV0ZSI6eyJrZXkiOiJoZXJvUGlkIiwiaW5mZXJlbmNlVHlwZSI6IlBJRCIsInZhbHVlIjoiTVBMR1lLNDNSWjM4SDc2RyIsInZhbHVlVHlwZSI6IlNJTkdMRV9WQUxVRUQifX19fX0%3D&fm=neo%2Fmerchandising&iid=M_8c187899-7d69-43d5-8a18-5f7ffc075f90_12.ULGYM93X91QA&ppt=hp&ppn=homepage&ssid=cr94cgrkuo0000001670964467434&otracker=clp_omu_infinite_Mobile%2BAccessories_2_12.dealCard.OMU_INFINITE_elec-b2b-store_elec-b2b-store_ULGYM93X91QA&cid=ULGYM93X91QA,sort jobs in the bottom region of the window.,jobs | action | sort &&jobs | human_readable_position | bottom
360,0,form,jobs,sort,,hZNMq o,,,"{'x': 539.0, 'y': 516.0}","{'height': 60, 'width': 807}","{'left': True, 'right': False, 'top': False, 'bottom': True}","{'closer_to_center_x': True, 'closer_to_center_y': False, 'closer_to_right_end': False, 'closer_to_left_end': False, 'closer_to_top': False, 'closer_to_bottom': True}",bottom,https://www.flipkart.com/mobile-accessories/mobile-phone-lens/pr?sid=tyy%2C4mr%2Ckx1&marketplace=FLIPKART&sort=popularity&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InZhbHVlQ2FsbG91dCI6eyJtdWx0aVZhbHVlZEF0dHJpYnV0ZSI6eyJrZXkiOiJ2YWx1ZUNhbGxvdXQiLCJpbmZlcmVuY2VUeXBlIjoiVkFMVUVfQ0FMTE9VVCIsInZhbHVlcyI6WyJHcmFiIGl0ISJdLCJ2YWx1ZVR5cGUiOiJNVUxUSV9WQUxVRUQifX0sInRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIk1vYmlsZSBwaG9uZSBMZW5zIl0sInZhbHVlVHlwZSI6Ik1VTFRJX1ZBTFVFRCJ9fSwiaGVyb1BpZCI6eyJzaW5nbGVWYWx1ZUF0dHJpYnV0ZSI6eyJrZXkiOiJoZXJvUGlkIiwiaW5mZXJlbmNlVHlwZSI6IlBJRCIsInZhbHVlIjoiTVBMR1lLNDNSWjM4SDc2RyIsInZhbHVlVHlwZSI6IlNJTkdMRV9WQUxVRUQifX19fX0%3D&fm=neo%2Fmerchandising&iid=M_8c187899-7d69-43d5-8a18-5f7ffc075f90_12.ULGYM93X91QA&ppt=hp&ppn=homepage&ssid=cr94cgrkuo0000001670964467434&otracker=clp_omu_infinite_Mobile%2BAccessories_2_12.dealCard.OMU_INFINITE_elec-b2b-store_elec-b2b-store_ULGYM93X91QA&cid=ULGYM93X91QA,sort jobs in the bottom region of the window.,jobs | action | sort &&jobs | human_readable_position | bottom
361,1,form,jobs,sort,,hZNMq o,,,"{'x': 539.0, 'y': 516.0}","{'height': 60, 'width': 807}","{'left': True, 'right': False, 'top': False, 'bottom': True}","{'closer_to_center_x': True, 'closer_to_center_y': False, 'closer_to_right_end': False, 'closer_to_left_end': False, 'closer_to_top': False, 'closer_to_bottom': True}",bottom,https://www.flipkart.com/mobile-accessories/mobile-phone-lens/pr?sid=tyy%2C4mr%2Ckx1&marketplace=FLIPKART&sort=popularity&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InZhbHVlQ2FsbG91dCI6eyJtdWx0aVZhbHVlZEF0dHJpYnV0ZSI6eyJrZXkiOiJ2YWx1ZUNhbGxvdXQiLCJpbmZlcmVuY2VUeXBlIjoiVkFMVUVfQ0FMTE9VVCIsInZhbHVlcyI6WyJHcmFiIGl0ISJdLCJ2YWx1ZVR5cGUiOiJNVUxUSV9WQUxVRUQifX0sInRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIk1vYmlsZSBwaG9uZSBMZW5zIl0sInZhbHVlVHlwZSI6Ik1VTFRJX1ZBTFVFRCJ9fSwiaGVyb1BpZCI6eyJzaW5nbGVWYWx1ZUF0dHJpYnV0ZSI6eyJrZXkiOiJoZXJvUGlkIiwiaW5mZXJlbmNlVHlwZSI6IlBJRCIsInZhbHVlIjoiTVBMR1lLNDNSWjM4SDc2RyIsInZhbHVlVHlwZSI6IlNJTkdMRV9WQUxVRUQifX19fX0%3D&fm=neo%2Fmerchandising&iid=M_8c187899-7d69-43d5-8a18-5f7ffc075f90_12.ULGYM93X91QA&ppt=hp&ppn=homepage&ssid=cr94cgrkuo0000001670964467434&otracker=clp_omu_infinite_Mobile%2BAccessories_2_12.dealCard.OMU_INFINITE_elec-b2b-store_elec-b2b-store_ULGYM93X91QA&cid=ULGYM93X91QA,sort jobs in the bottom region of the window.,jobs | action | sort &&jobs | human_readable_position | bottom
